loc,v(g),ev(g),iv(g),l,d,i,b,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
26.0,3.0,1.0,1.0,0.05,20.12,17.54,0.13,18,2,3,0,14.0,8.0,49.0,31.0,5.0,True
49.0,5.0,1.0,5.0,0.06,17.19,60.46,0.36,40,0,5,0,15.0,33.0,94.0,76.0,9.0,True
51.0,5.0,1.0,5.0,0.07,15.0,35.86,0.18,38,10,7,0,15.0,28.0,65.0,42.0,9.0,True
173.0,37.0,22.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,73.0,True
26.0,4.0,1.0,3.0,0.07,14.0,19.9,0.1,17,0,3,1,14.0,12.0,38.0,22.0,7.0,True
236.0,24.0,21.0,7.0,0.01,67.59,57.13,1.4,159,20,17,0,43.0,58.0,423.0,267.0,47.0,True
4.0,1.0,1.0,1.0,0.19,5.25,4.14,0.01,2,0,0,0,11.0,1.0,10.0,2.0,1.0,True
210.0,32.0,28.0,28.0,0.02,51.42,176.24,3.22,179,0,31,0,28.0,97.0,870.0,574.0,63.0,True
16.0,1.0,1.0,1.0,0.13,7.89,25.95,0.07,9,3,4,0,10.0,9.0,31.0,17.0,1.0,True
82.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
10.0,2.0,1.0,2.0,0.15,6.87,16.37,0.04,7,0,1,0,10.0,8.0,16.0,11.0,3.0,True
18.0,5.0,1.0,2.0,0.24,4.08,36.14,0.06,16,0,0,0,7.0,12.0,25.0,14.0,6.0,True
7.0,1.0,1.0,1.0,0.3,3.33,27.82,0.03,4,1,0,0,6.0,9.0,13.0,10.0,1.0,True
46.0,5.0,1.0,4.0,0.05,21.86,35.17,0.24,34,2,6,0,15.0,22.0,85.0,56.0,9.0,True
81.0,6.0,1.0,2.0,0.04,27.53,92.71,0.94,72,0,5,0,21.0,68.0,232.0,208.0,11.0,True
79.0,8.0,1.0,6.0,0.04,24.14,45.97,0.42,71,0,8,0,19.0,35.0,146.0,88.0,15.0,True
80.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
31.0,4.0,1.0,4.0,0.05,21.47,30.15,0.21,23,0,6,0,16.0,19.0,73.0,49.0,7.0,True
45.0,11.0,11.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,True
35.0,6.0,1.0,6.0,0.07,14.71,45.37,0.22,26,0,6,1,14.0,22.0,78.0,45.0,11.0,True
231.0,20.0,7.0,5.0,0.01,89.32,47.0,1.4,121,0,37,3,30.0,44.0,414.0,262.0,37.0,True
35.0,5.0,1.0,2.0,0.06,17.19,19.06,0.12,28,0,3,0,18.0,13.0,42.0,29.0,9.0,True
39.0,7.0,6.0,6.0,0.04,24.29,32.65,0.26,31,0,4,0,19.0,21.0,82.0,64.0,13.0,True
194.0,23.0,1.0,12.0,0.02,63.79,49.8,1.15,129,19,10,1,24.0,45.0,351.0,232.0,45.0,True
64.0,6.0,1.0,4.0,0.04,23.63,50.03,0.4,46,1,8,0,22.0,43.0,117.0,86.0,11.0,True
45.0,10.0,4.0,5.0,0.05,20.0,36.33,0.25,30,0,5,6,21.0,29.0,83.0,56.0,18.0,True
37.0,4.0,1.0,3.0,0.07,14.54,29.76,0.14,24,4,5,0,16.0,17.0,54.0,31.0,7.0,True
51.0,9.0,4.0,5.0,0.02,47.68,21.6,0.32,33,8,8,0,15.0,14.0,123.0,71.0,17.0,True
32.0,3.0,1.0,1.0,0.07,14.69,40.7,0.19,23,0,5,0,12.0,22.0,67.0,50.0,5.0,True
29.0,5.0,3.0,5.0,0.06,17.78,29.76,0.17,21,0,5,0,19.0,17.0,72.0,33.0,9.0,True
116.0,9.0,5.0,5.0,0.03,39.94,60.05,0.82,79,7,9,10,23.0,49.0,249.0,147.0,17.0,True
29.0,6.0,3.0,3.0,0.08,12.4,58.78,0.21,23,0,4,0,14.0,30.0,70.0,54.0,11.0,True
15.0,2.0,1.0,2.0,0.15,6.5,21.28,0.05,7,4,3,0,10.0,10.0,19.0,13.0,3.0,True
72.0,10.0,1.0,10.0,0.03,30.0,53.3,0.51,53,7,10,0,16.0,37.0,140.0,120.0,19.0,True
7.0,1.0,1.0,1.0,0.5,2.0,7.75,0.01,2,3,1,0,4.0,2.0,4.0,2.0,1.0,True
108.0,22.0,3.0,15.0,0.02,49.85,69.78,1.2,91,0,16,0,24.0,56.0,302.0,239.0,43.0,True
94.0,10.0,5.0,9.0,0.03,38.56,44.59,0.55,69,14,10,0,19.0,31.0,180.0,117.0,19.0,True
55.0,13.0,1.0,8.0,0.04,23.6,41.93,0.35,43,0,8,0,15.0,25.0,106.0,78.0,25.0,True
109.0,15.0,8.0,5.0,0.03,33.85,75.4,0.9,69,13,16,3,25.0,65.0,289.0,171.0,29.0,True
26.0,4.0,1.0,4.0,0.09,11.38,30.75,0.12,21,0,3,0,14.0,16.0,40.0,30.0,7.0,True
22.0,3.0,1.0,1.0,0.1,9.6,29.44,0.09,17,0,2,0,12.0,15.0,36.0,22.0,5.0,True
53.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
26.0,1.0,1.0,1.0,0.06,16.0,22.23,0.12,18,0,4,0,14.0,14.0,46.0,31.0,1.0,True
55.0,11.0,1.0,11.0,0.05,19.69,41.98,0.27,46,0,2,0,16.0,24.0,84.0,61.0,16.0,True
49.0,2.0,1.0,2.0,0.12,8.25,44.64,0.12,19,18,7,0,11.0,22.0,40.0,33.0,3.0,True
74.0,6.0,1.0,6.0,0.03,30.03,42.0,0.42,47,5,14,0,22.0,32.0,124.0,94.0,11.0,True
139.0,11.0,1.0,6.0,0.02,48.68,43.7,0.7,79,0,38,0,21.0,22.0,235.0,129.0,21.0,True
53.0,7.0,5.0,4.0,0.03,31.05,26.22,0.29,37,2,9,1,20.0,19.0,90.0,62.0,13.0,True
8.0,2.0,1.0,2.0,0.15,6.75,9.83,0.02,6,0,0,0,8.0,6.0,10.0,9.0,3.0,True
44.0,5.0,1.0,3.0,0.06,17.5,38.98,0.23,31,2,4,0,14.0,24.0,70.0,60.0,9.0,True
80.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
132.0,26.0,21.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,51.0,True
76.0,17.0,12.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
24.0,4.0,1.0,4.0,0.06,17.5,19.81,0.12,21,0,1,0,18.0,12.0,47.0,26.0,7.0,True
45.0,6.0,5.0,3.0,0.06,16.95,63.93,0.36,37,0,5,0,16.0,35.0,110.0,76.0,11.0,True
34.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
24.0,1.0,1.0,1.0,0.15,6.82,35.93,0.08,11,3,5,0,10.0,17.0,29.0,24.0,1.0,True
66.0,5.0,1.0,4.0,0.09,11.29,32.24,0.11,28,23,8,0,13.0,19.0,43.0,33.0,7.0,True
29.0,4.0,1.0,4.0,0.06,17.88,29.64,0.16,22,2,5,0,16.0,17.0,59.0,38.0,7.0,True
32.0,4.0,4.0,4.0,0.12,8.59,66.39,0.19,25,1,5,0,11.0,32.0,44.0,44.0,7.0,True
39.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,0.0,0.0,13.0,True
88.0,16.0,16.0,13.0,0.03,39.12,36.91,0.46,66,5,11,0,25.0,33.0,133.0,104.0,30.0,True
83.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
35.0,4.0,3.0,4.0,0.06,16.3,40.98,0.22,28,0,5,0,14.0,23.0,71.0,55.0,7.0,True
80.0,12.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
35.0,3.0,1.0,3.0,0.05,20.24,26.83,0.18,27,0,6,0,17.0,18.0,66.0,39.0,5.0,True
139.0,26.0,6.0,16.0,0.03,38.99,78.85,1.0,124,9,21,0,20.0,47.0,289.0,198.0,51.0,True
178.0,18.0,4.0,9.0,0.02,48.45,64.48,1.14,139,18,25,0,29.0,51.0,309.0,236.0,35.0,True
33.0,5.0,5.0,4.0,0.06,17.27,28.45,0.16,23,0,8,0,16.0,20.0,52.0,42.0,9.0,True
86.0,11.0,6.0,8.0,0.03,33.89,52.53,0.53,62,2,11,0,25.0,47.0,198.0,110.0,21.0,True
49.0,7.0,1.0,5.0,0.04,22.1,36.89,0.29,37,3,6,3,23.0,30.0,88.0,68.0,13.0,True
91.0,5.0,1.0,5.0,0.03,28.68,72.3,0.69,86,1,4,0,20.0,53.0,180.0,152.0,9.0,True
105.0,3.0,1.0,3.0,0.04,27.53,58.97,0.56,73,9,12,3,15.0,37.0,153.0,141.0,5.0,True
36.0,5.0,1.0,5.0,0.06,17.35,33.7,0.2,24,0,9,0,17.0,23.0,63.0,49.0,9.0,True
195.0,6.0,4.0,5.0,0.03,34.15,215.29,2.45,138,6,26,0,18.0,117.0,595.0,444.0,11.0,True
35.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
101.0,22.0,13.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,True
14.0,3.0,1.0,3.0,0.14,7.31,16.21,0.04,10,0,2,0,9.0,8.0,15.0,13.0,5.0,True
43.0,5.0,1.0,5.0,0.06,15.44,49.5,0.26,34,1,9,0,12.0,28.0,82.0,68.0,9.0,True
28.0,4.0,1.0,1.0,0.1,10.5,22.09,0.07,23,0,2,0,10.0,10.0,28.0,23.0,7.0,True
38.0,3.0,1.0,1.0,0.06,16.67,37.94,0.22,33,0,13,0,17.0,27.0,72.0,52.0,5.0,True
92.0,17.0,14.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
95.0,7.0,1.0,5.0,0.03,32.34,53.55,0.58,70,0,13,0,21.0,42.0,167.0,138.0,13.0,True
48.0,4.0,1.0,4.0,0.07,14.86,36.3,0.18,35,6,8,0,16.0,21.0,59.0,48.0,7.0,True
24.0,2.0,1.0,2.0,0.12,8.31,27.86,0.07,18,0,4,0,11.0,13.0,26.0,21.0,3.0,True
133.0,12.0,11.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
77.0,10.0,8.0,3.0,0.03,31.13,36.98,0.41,60,7,11,0,23.0,32.0,115.0,95.0,19.0,True
37.0,5.0,1.0,5.0,0.08,12.48,45.36,0.19,32,0,2,0,14.0,22.0,65.0,37.0,9.0,True
88.0,24.0,6.0,12.0,0.02,41.28,57.29,0.88,62,3,15,8,21.0,40.0,284.0,163.0,47.0,True
74.0,11.0,1.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,True
13.0,2.0,1.0,2.0,0.17,5.91,24.82,0.05,8,0,3,0,8.0,11.0,20.0,17.0,3.0,True
33.0,7.0,1.0,4.0,0.07,14.25,48.14,0.24,30,0,1,1,13.0,26.0,81.0,52.0,13.0,True
16.0,3.0,1.0,3.0,0.17,5.79,18.91,0.04,11,0,3,0,9.0,7.0,18.0,9.0,5.0,True
33.0,4.0,4.0,3.0,0.06,15.79,34.56,0.18,27,1,4,0,15.0,19.0,59.0,45.0,7.0,True
110.0,14.0,5.0,9.0,0.02,45.37,52.53,0.86,86,4,8,0,31.0,48.0,257.0,142.0,27.0,True
47.0,6.0,1.0,5.0,0.05,19.5,36.23,0.22,33,0,9,0,15.0,19.0,83.0,52.0,8.0,True
5.0,2.0,1.0,1.0,0.34,2.92,17.79,0.02,3,0,0,0,5.0,7.0,8.0,7.0,3.0,True
23.0,6.0,3.0,3.0,0.04,23.68,23.58,0.17,17,0,4,1,23.0,16.0,60.0,37.0,11.0,True
19.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
36.0,5.0,1.0,4.0,0.07,14.0,45.68,0.22,27,0,7,0,11.0,13.0,71.0,54.0,9.0,True
15.0,3.0,1.0,3.0,0.1,10.2,26.76,0.08,12,0,1,0,11.0,15.0,28.0,24.0,5.0,True
16.0,2.0,1.0,2.0,0.17,6.0,42.58,0.08,14,0,1,0,12.0,21.0,31.0,23.0,3.0,True
39.0,5.0,1.0,2.0,0.05,19.8,22.11,0.17,27,5,3,0,18.0,15.0,62.0,34.0,9.0,True
105.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
41.0,8.0,1.0,5.0,0.04,26.06,24.86,0.24,24,9,4,0,19.0,18.0,77.0,60.0,15.0,True
101.0,8.0,1.0,8.0,0.04,26.87,78.57,0.7,78,0,16,0,21.0,59.0,183.0,151.0,15.0,True
19.0,5.0,1.0,5.0,0.16,6.11,36.99,0.08,8,7,2,0,10.0,18.0,28.0,19.0,9.0,True
36.0,3.0,1.0,3.0,0.05,19.5,25.39,0.17,19,0,6,0,13.0,15.0,58.0,45.0,4.0,True
43.0,4.0,1.0,3.0,0.04,23.04,24.04,0.18,36,0,5,0,15.0,14.0,71.0,41.0,7.0,True
85.0,5.0,1.0,5.0,0.05,20.46,71.97,0.49,62,7,20,4,20.0,49.0,134.0,103.0,9.0,True
91.0,16.0,7.0,10.0,0.04,27.91,53.52,0.5,62,15,12,0,30.0,44.0,134.0,101.0,31.0,True
42.0,8.0,8.0,5.0,0.04,23.85,32.89,0.26,26,1,7,2,20.0,26.0,80.0,62.0,15.0,True
112.0,12.0,10.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
17.0,1.0,1.0,1.0,0.12,8.33,21.35,0.06,12,0,2,0,10.0,9.0,27.0,15.0,1.0,True
22.0,6.0,6.0,3.0,0.04,23.72,19.67,0.16,18,0,1,0,21.0,17.0,55.0,39.0,11.0,True
68.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
63.0,7.0,1.0,7.0,0.03,29.02,37.89,0.4,54,0,9,0,21.0,27.0,124.0,93.0,13.0,True
23.0,5.0,1.0,5.0,0.12,8.61,47.45,0.14,18,0,2,1,11.0,23.0,44.0,36.0,9.0,True
126.0,30.0,24.0,14.0,0.02,49.94,62.26,1.1,118,9,11,0,24.0,59.0,290.0,217.0,59.0,True
179.0,35.0,31.0,35.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,True
65.0,12.0,4.0,9.0,0.06,17.54,67.88,0.41,58,1,11,0,21.0,38.0,123.0,87.0,23.0,True
121.0,16.0,9.0,9.0,0.03,35.63,63.44,0.72,84,11,19,6,22.0,47.0,196.0,135.0,31.0,True
31.0,1.0,1.0,1.0,0.09,11.2,45.3,0.19,17,0,8,0,8.0,15.0,57.0,48.0,1.0,True
101.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
9.0,1.0,1.0,1.0,0.33,3.0,19.74,0.02,4,0,1,0,6.0,7.0,7.0,7.0,1.0,True
35.0,7.0,5.0,5.0,0.05,19.0,24.48,0.14,28,1,5,1,16.0,15.0,54.0,35.0,13.0,True
101.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
60.0,5.0,3.0,4.0,0.05,21.43,42.19,0.3,48,6,4,0,20.0,28.0,98.0,61.0,9.0,True
10.0,1.0,1.0,1.0,0.42,2.36,46.28,0.04,6,0,2,0,4.0,12.0,15.0,13.0,1.0,True
13.0,2.0,1.0,2.0,0.13,7.86,17.34,0.04,8,0,3,0,11.0,8.0,22.0,11.0,3.0,True
119.0,17.0,15.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
13.0,4.0,4.0,1.0,0.12,8.33,21.36,0.06,9,0,2,0,11.0,9.0,26.0,15.0,7.0,True
19.0,1.0,1.0,1.0,0.11,8.94,16.68,0.05,11,0,5,0,11.0,6.0,22.0,13.0,1.0,True
225.0,19.0,1.0,16.0,0.02,57.02,144.51,2.34,181,6,30,0,23.0,93.0,631.0,329.0,37.0,True
11.0,1.0,1.0,1.0,0.21,4.67,15.07,0.02,5,1,3,0,7.0,6.0,10.0,8.0,1.0,True
47.0,5.0,1.0,5.0,0.07,14.45,55.85,0.27,37,0,6,0,18.0,37.0,88.0,60.0,9.0,True
279.0,36.0,15.0,14.0,0.02,53.22,144.51,1.82,202,41,33,0,20.0,88.0,459.0,324.0,71.0,True
78.0,13.0,9.0,4.0,0.02,51.12,32.0,0.57,64,11,7,0,22.0,22.0,178.0,79.0,25.0,True
26.0,3.0,1.0,3.0,0.04,23.16,22.04,0.17,20,1,3,1,19.0,16.0,63.0,34.0,5.0,True
58.0,4.0,1.0,4.0,0.06,16.77,68.07,0.39,43,7,5,0,18.0,38.0,103.0,81.0,7.0,True
56.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
66.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,True
13.0,2.0,1.0,2.0,0.13,7.56,16.29,0.04,7,0,3,0,9.0,8.0,16.0,13.0,3.0,True
81.0,10.0,6.0,4.0,0.02,41.47,38.03,0.55,65,4,10,0,26.0,28.0,183.0,116.0,19.0,True
31.0,8.0,6.0,3.0,0.05,19.0,23.64,0.16,25,0,4,0,15.0,17.0,49.0,44.0,15.0,True
68.0,6.0,4.0,4.0,0.03,34.0,36.48,0.37,46,13,9,1,18.0,24.0,156.0,76.0,11.0,True
95.0,14.0,1.0,10.0,0.04,32.52,55.38,0.57,70,10,10,0,21.0,47.0,177.0,115.0,27.0,True
206.0,10.0,1.0,7.0,0.03,38.36,98.68,1.11,143,27,34,0,23.0,59.0,333.0,239.0,19.0,True
67.0,11.0,1.0,8.0,0.04,23.33,52.54,0.41,54,0,9,0,20.0,36.0,119.0,89.0,21.0,True
6.0,1.0,1.0,1.0,0.67,1.5,5.33,0.0,2,2,0,0,3.0,1.0,3.0,1.0,1.0,True
32.0,4.0,1.0,3.0,0.05,18.75,41.25,0.26,24,0,6,0,15.0,24.0,80.0,60.0,7.0,True
40.0,3.0,1.0,5.0,0.04,23.57,30.49,0.25,34,0,3,0,22.0,21.0,88.0,47.0,5.0,True
129.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
68.0,9.0,7.0,7.0,0.04,26.21,60.41,0.55,53,7,7,0,21.0,39.0,175.0,100.0,17.0,True
48.0,4.0,1.0,4.0,0.04,25.78,37.75,0.3,42,0,4,0,16.0,24.0,97.0,76.0,7.0,True
22.0,5.0,1.0,3.0,0.07,13.36,38.56,0.17,15,0,4,1,9.0,14.0,68.0,42.0,9.0,True
12.0,2.0,1.0,1.0,0.12,8.33,12.48,0.04,8,0,2,0,10.0,6.0,16.0,13.0,3.0,True
32.0,5.0,1.0,4.0,0.06,16.26,38.83,0.21,23,2,5,0,23.0,30.0,64.0,47.0,9.0,True
344.0,22.0,20.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,True
133.0,12.0,11.0,8.0,0.02,35.6,78.71,0.93,96,13,17,4,23.0,63.0,241.0,195.0,23.0,True
100.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
8.0,1.0,1.0,1.0,0.2,5.0,17.36,0.04,4,0,2,0,7.0,7.0,12.0,10.0,1.0,True
57.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
171.0,38.0,18.0,22.0,0.02,49.53,80.67,1.44,115,8,24,0,24.0,62.0,357.0,286.0,72.0,True
138.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,True
97.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
24.0,6.0,1.0,3.0,0.07,14.58,27.07,0.13,18,0,0,0,12.0,14.0,47.0,39.0,6.0,True
74.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,True
45.0,7.0,4.0,2.0,0.05,21.07,29.24,0.2,37,0,2,0,19.0,23.0,61.0,51.0,13.0,True
19.0,1.0,1.0,1.0,0.23,4.36,30.14,0.04,14,0,4,0,8.0,11.0,19.0,12.0,1.0,True
12.0,3.0,1.0,2.0,0.11,9.0,14.83,0.05,9,0,1,0,11.0,7.0,18.0,14.0,5.0,True
8.0,2.0,1.0,2.0,0.25,4.0,14.34,0.02,5,0,1,0,8.0,4.0,10.0,4.0,3.0,True
45.0,5.0,1.0,4.0,0.05,20.5,21.05,0.16,28,5,8,0,19.0,15.0,60.0,31.0,9.0,True
51.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
37.0,11.0,1.0,2.0,0.05,19.0,29.79,0.18,34,0,2,0,19.0,15.0,67.0,38.0,12.0,True
161.0,22.0,23.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,True
173.0,34.0,39.0,5.0,0.01,73.51,56.03,1.37,137,15,17,0,29.0,42.0,432.0,247.0,67.0,True
17.0,1.0,1.0,1.0,0.12,8.25,13.44,0.04,10,1,4,0,11.0,6.0,21.0,8.0,1.0,True
13.0,4.0,1.0,2.0,0.33,3.06,31.18,0.04,10,0,1,0,5.0,8.0,20.0,11.0,7.0,True
25.0,3.0,1.0,3.0,0.09,11.45,29.02,0.11,18,2,3,0,12.0,17.0,37.0,31.0,5.0,True
8.0,1.0,1.0,1.0,0.28,3.6,12.17,0.02,5,0,1,0,6.0,4.0,9.0,6.0,1.0,True
84.0,8.0,1.0,5.0,0.04,26.76,59.28,0.49,66,0,13,0,18.0,37.0,144.0,113.0,15.0,True
108.0,18.0,1.0,7.0,0.03,34.89,65.59,0.61,76,16,13,0,27.0,49.0,196.0,124.0,35.0,True
63.0,20.0,1.0,6.0,0.05,21.62,66.02,0.43,57,7,5,6,19.0,39.0,125.0,90.0,39.0,True
98.0,8.0,4.0,5.0,0.03,38.65,83.4,0.94,85,0,9,0,25.0,62.0,245.0,207.0,15.0,True
191.0,20.0,12.0,15.0,0.02,42.66,62.01,1.13,102,31,16,0,26.0,51.0,299.0,239.0,39.0,True
9.0,2.0,1.0,2.0,0.17,5.83,14.88,0.03,7,0,0,0,10.0,6.0,13.0,7.0,3.0,True
87.0,19.0,13.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
77.0,9.0,5.0,5.0,0.03,35.94,43.63,0.55,61,3,10,1,17.0,32.0,165.0,121.0,17.0,True
15.0,3.0,3.0,1.0,0.08,12.55,19.83,0.08,11,0,2,3,12.0,11.0,30.0,24.0,5.0,True
31.0,6.0,4.0,5.0,0.07,13.76,31.89,0.15,23,1,3,0,13.0,18.0,53.0,38.0,11.0,True
101.0,18.0,10.0,6.0,0.02,53.33,43.65,0.8,59,16,16,3,26.0,37.0,240.0,124.0,35.0,True
14.0,2.0,1.0,2.0,0.2,5.0,18.01,0.03,8,0,3,0,5.0,6.0,17.0,10.0,3.0,True
56.0,9.0,1.0,5.0,0.06,16.5,56.03,0.3,39,6,10,0,16.0,34.0,93.0,58.0,17.0,True
50.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
23.0,5.0,1.0,4.0,0.04,25.5,19.67,0.16,18,0,3,0,18.0,14.0,56.0,37.0,9.0,True
119.0,20.0,14.0,7.0,0.03,37.58,64.78,0.7,77,18,5,4,26.0,57.0,176.0,142.0,39.0,True
31.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
65.0,9.0,5.0,6.0,0.04,24.89,40.76,0.42,46,10,7,0,17.0,27.0,128.0,79.0,17.0,True
45.0,3.0,1.0,3.0,0.06,17.71,44.3,0.26,32,0,9,0,16.0,31.0,82.0,62.0,5.0,True
60.0,7.0,1.0,4.0,0.05,22.0,47.99,0.36,47,2,5,0,22.0,31.0,111.0,74.0,13.0,True
66.0,6.0,6.0,6.0,0.03,36.31,35.82,0.43,49,2,8,0,23.0,29.0,144.0,81.0,11.0,True
47.0,6.0,1.0,3.0,0.04,24.0,32.8,0.25,39,0,6,0,18.0,27.0,87.0,69.0,11.0,True
62.0,18.0,5.0,7.0,0.03,36.0,30.14,0.36,39,6,9,3,24.0,22.0,132.0,67.0,35.0,True
74.0,11.0,9.0,4.0,0.02,47.5,29.24,0.42,53,7,4,0,22.0,23.0,125.0,101.0,21.0,True
12.0,1.0,1.0,1.0,0.1,10.0,16.68,0.06,8,0,2,0,9.0,8.0,27.0,16.0,1.0,True
59.0,8.0,1.0,8.0,0.05,18.75,40.13,0.26,39,13,7,0,15.0,26.0,82.0,65.0,15.0,True
8.0,1.0,1.0,1.0,0.13,7.5,10.4,0.03,6,0,0,0,7.0,5.0,12.0,10.0,1.0,True
88.0,13.0,1.0,12.0,0.07,14.78,99.75,0.46,65,10,13,0,17.0,59.0,166.0,96.0,25.0,True
104.0,19.0,14.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
31.0,4.0,4.0,3.0,0.04,28.16,23.48,0.21,26,0,3,0,19.0,16.0,75.0,47.0,7.0,True
135.0,17.0,6.0,13.0,0.03,37.18,56.28,0.79,92,25,19,3,23.0,44.0,214.0,159.0,33.0,True
67.0,8.0,5.0,6.0,0.06,15.3,58.69,0.35,49,0,13,0,14.0,38.0,112.0,68.0,15.0,True
29.0,5.0,4.0,4.0,0.11,9.5,42.19,0.13,20,2,5,2,14.0,22.0,43.0,31.0,9.0,True
4.0,2.0,1.0,1.0,0.25,4.0,15.63,0.02,2,0,0,0,8.0,8.0,9.0,8.0,3.0,True
59.0,7.0,1.0,4.0,0.05,21.88,50.34,0.34,49,0,6,1,16.0,36.0,107.0,102.0,13.0,True
237.0,53.0,51.0,53.0,0.03,39.29,174.15,2.13,194,18,21,0,21.0,113.0,609.0,384.0,105.0,True
52.0,6.0,3.0,3.0,0.04,22.95,39.91,0.31,44,0,6,0,19.0,29.0,107.0,70.0,11.0,True
61.0,8.0,4.0,5.0,0.06,17.64,47.6,0.28,47,4,8,1,17.0,33.0,96.0,63.0,15.0,True
34.0,2.0,1.0,2.0,0.06,16.0,25.31,0.14,17,5,8,0,14.0,18.0,48.0,36.0,3.0,True
32.0,4.0,1.0,4.0,0.05,18.28,35.58,0.21,26,0,6,0,13.0,21.0,68.0,50.0,7.0,True
39.0,3.0,1.0,3.0,0.04,28.29,34.57,0.3,31,0,3,2,16.0,22.0,108.0,76.0,5.0,True
13.0,4.0,4.0,3.0,0.11,9.0,14.81,0.04,11,0,0,0,8.0,6.0,21.0,12.0,7.0,True
89.0,22.0,1.0,22.0,0.04,27.65,64.59,0.58,71,0,16,0,18.0,34.0,173.0,133.0,43.0,True
